Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2,Latitude,Longitude,Processed_Category
10/22/2025,005641-25PA,Building & Land Use Pre-Application,Completed,5456    25TH  AVE  SW  SEATTLE,,Construct 2 duplexes (4 units) with 4 surface parking. Demo existing SFR.,,,,,,Multiplex/Cluster
10/22/2025,005617-25PA,Building & Land Use Pre-Application,Completed,3535   NE  88TH  ST   SEATTLE,Duty 3535 88th,construct new SFR with ADU,,,,,,ADU
10/22/2025,005619-25PA,Building & Land Use Pre-Application,Completed,1524    M L KING JR  WAY   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT THREE NEW SFR'S, WITH PARKING PER PLAN",,,,,,Multiplex/Cluster
10/21/2025,005601-25PA,Building & Land Use Pre-Application,Completed,10400    EAST MARGINAL  WAY  S  SEATTLE,Prologis Em Gtwy LBA #3,Lot Boundary Adjustment of 4 existing tax parcels into 4 resultant lots,,,,,,Unit Lot Subdivision (ULS)
10/21/2025,005599-25PA,Building & Land Use Pre-Application,Completed,5047    44TH  AVE  NE  SEATTLE,,3-Lot ULS,,,,,,Unit Lot Subdivision (ULS)
10/21/2025,005605-25PA,Building & Land Use Pre-Application,Completed,8257    15TH  AVE  NE  SEATTLE,KRUGER DADU/GARAGE,REMOVE EXISTING GARAGE AND CONSTRUCT NEW DADU ABOVE NEW GARAGE,,,,,,DADU
10/21/2025,005600-25PA,Building & Land Use Pre-Application,Completed,8619    17TH  AVE  NE  SEATTLE,Legacy 17th,"Construction of two single family residences, each with an attached accessory dwelling unit and private garage.",,,,,,ADU
10/21/2025,005596-25PA,Building & Land Use Pre-Application,Completed,506    WARD  ST   SEATTLE,,6 lot unit lot subdivision,,,,,,Unit Lot Subdivision (ULS)
10/20/2025,005591-25PA,Building & Land Use Pre-Application,Additional Info Requested,400    HIGHLAND  DR   SEATTLE,Reinforce Front rockeries retaining wall,We have a front retaining wall (by the street on 400 Highlanbd Drive) built out of rockeries.  It’s been there since we purchased the house many years ago.It’s roughly 22 ft wide with the low end at about 20 inches tall and the high end at about 58 inches tall (with most of it under 48 inches tall).We would like to reinforce it by adjusting the position of some of the rocks and at the same time add more rockeries to fill and even out some of the gaps.,,,,,,Multiplex/Cluster
10/20/2025,005593-25PA,Building & Land Use Pre-Application,Completed,7039    24TH  AVE  NW  SEATTLE,,Lot Boundary Adjustment,,,,,,Unit Lot Subdivision (ULS)
10/18/2025,005567-25PA,Building & Land Use Pre-Application,Completed,6302    37TH  AVE  SW  SEATTLE,,"Construct 2 primary residences and 2 detached accessory dwelling units, per plan.  Demolish existing owner occupied home",,,,,,ADU
10/18/2025,005568-25PA,Building & Land Use Pre-Application,Completed,507  B  W  OLYMPIC  PL   SEATTLE,"507 B W OLYMPIC PL, Unit B - Construction - Delaney Condo Fenestration","****PLAN REVIEW REQUIRED**** Construct alterations at 2nd and 3rd levels of dwelling unit [UNIT B] in multi-family building, per plan.",,,,,,ADU/Duplex
10/17/2025,005551-25PA,Building & Land Use Pre-Application,Completed,736   N  96TH  ST   SEATTLE,Wang Residential Development,"Construct detached ADU, construct primary residence with attached ADU (3 new dwelling units).",,,,,,DADU
10/17/2025,005562-25PA,Building & Land Use Pre-Application,Completed,9552    4th  AVE  NW,,DEMOLISH EXISTING STRUCTURES.  CONSTRUCT SINGLE FAMILY1 AND SINGLE FAMILY 2 WITH PARKING PER PLAN.,,,,,,Single Family Residence
10/17/2025,005552-25PA,Building & Land Use Pre-Application,Completed,12027    22ND  AVE  NE  SEATTLE,Halit Demolition,Demo an existing residence in anticipation of a new residence in it's place.,,,,,,Single Family Residence
10/17/2025,005544-25PA,Building & Land Use Pre-Application,Completed,3209   NE  94TH  ST   SEATTLE,3209 NE 94TH - 2 Lot ULS,"2 Unit Lot, Unit Lot Short Subdivision for 2 detached units (SFR & DADU) constructed under Permit No. 7023639-CN.",,,,,,Unit Lot Subdivision (ULS)
10/17/2025,005545-25PA,Building & Land Use Pre-Application,Completed,715    29TH  AVE  E  SEATTLE,Khademi - 29th Ave Apt.,6 unit apartment building - 1 AADU and 5 principal units.  Demolish existing SFR and DADU.,,,,,,DADU
10/17/2025,005556-25PA,Building & Land Use Pre-Application,Completed,10729    PALATINE  AVE  N  SEATTLE,,CONSTUCT (3) NEW UNIT PER PLAN W/ ATTCHED GARAGE. EXISTING SFR TO REMAIN,,,,,,Multiplex/Cluster
10/17/2025,005547-25PA,Building & Land Use Pre-Application,Completed,6556    16TH  AVE  NE  SEATTLE,,"3-Unit ULS, existing SFR to remain",,,,,,Unit Lot Subdivision (ULS)
10/17/2025,005553-25PA,Building & Land Use Pre-Application,Completed,4803   S  FINDLAY  ST   SEATTLE,4803 S Findlay Dev,Construct (2) DADU's in the rear of an existing SFR. Attached w/ single garages per plan.,,,,,,DADU
10/17/2025,005563-25PA,Building & Land Use Pre-Application,Completed,3408   W  BERTONA  ST   SEATTLE,"NEW SFR, & 2 AADUs","Demo existing SFR, and construct (1) new SFR with 2-car garage, AADU in basement and AADU above garage",,,,,,AADU
10/17/2025,005561-25PA,Building & Land Use Pre-Application,Completed,4840    50TH  AVE  SW  SEATTLE,#298 KIM JAMES TOWNHOUSE CONSTRUCTION,***TOWNHOUSE CONSTRUCTION,,,,,,Townhouse
10/16/2025,005537-25PA,Building & Land Use Pre-Application,Completed,2043   N  78TH  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING ANDCONSTRUCT TWO NEW DUPLEXS, WITH PARKING PER PLAN.",,,,,,Multiplex/Cluster
10/15/2025,005495-25PA,Building & Land Use Pre-Application,Completed,4316   S  GENESEE  ST   SEATTLE,Genesee Maintenance Crew Headquarters Decarbonization and Electrification,"Decarbonization of the building HVAC systems including the following:1. Demolish and remove existing gas furnace and associated appurtenances, unit heaters, exhaust fans, and controls.2. Provide a DOAS unit with energy recovery ventilation in Building A. Provide split system heat pumps for building conditioning for both Buildings A and B. Provide two split system heat pumps in Building A. Provide two split system heat pumps in Building B.3. Provide plumbing scope including the following:4. Demolish existing gas water heater, gas piping, flue, and associated appurtenances. Provide two electric heat pump hot water heaters.5. Provide electrical engineering to support decarbonization of the HVAC systems.6. Provide architectural support for the HVAC and Electrical updates.",,,,,,Multiplex/Cluster
10/15/2025,005490-25PA,Building & Land Use Pre-Application,In Process,9705    35TH  AVE  SW  SEATTLE,,Construction of 2 new 1000 SF DADU's at rear of existing residence using standard plan 6794017-SP,,,,,,DADU
10/15/2025,005504-25PA,Building & Land Use Pre-Application,Completed,8817    9TH  AVE  SW  SEATTLE,,6 lot uls,,,,,,Unit Lot Subdivision (ULS)
10/15/2025,005500-25PA,Building & Land Use Pre-Application,Completed,531    FEDERAL  AVE  E  SEATTLE,,3 Lot ULS,,,,,,Unit Lot Subdivision (ULS)
10/15/2025,005499-25PA,Building & Land Use Pre-Application,Completed,1023  A  NE  66TH  ST   SEATTLE,Roosevelt Station LBA,"Sound Transit is preparing to offer surplus property adjacent to Roosevelt Station for transit-oriented development. As part of this effort, Sound Transit will adjust lot lines of the parcel and record easements to protect its interests as well as to delineate the areas for utilities and infrastructure.",,,,,,Unit Lot Subdivision (ULS)
10/15/2025,005516-25PA,Building & Land Use Pre-Application,Completed,6333    38TH  AVE  SW  SEATTLE,,Construct 3 single-family units all with attached garages.,,,,,,Multiplex/Cluster
10/14/2025,005480-25PA,Building & Land Use Pre-Application,Completed,4155    37TH  AVE  SW  SEATTLE,Anshu Sharma. 2x Schooner,"Adding two 2-story, 1,000 sq ft pre-approved Schooner DADUs on the west portion of the property",,,,,,DADU
10/14/2025,005471-25PA,Building & Land Use Pre-Application,In Process,8536    INTERLAKE  AVE  N  SEATTLE,Le Interlake Units,Create a new 3 story duplex behind the existing single family home at 8536 Interlake Avenue North.,,,,,,Multiplex/Multifamily
10/14/2025,005485-25PA,Building & Land Use Pre-Application,Completed,4935    30TH  AVE  S  SEATTLE,jwa798,CONSTRUCT (1) DADU WITH ATTACHED GARAGE AND ONE OPEN PARKING STALL. EXISTING SFR TO REMAIN.,,,,,,DADU
10/14/2025,005478-25PA,Building & Land Use Pre-Application,Completed,1020    BELLEVUE  CT  E  SEATTLE,LBA,We are proposing a Lot Boundary Adjustment,,,,,,Unit Lot Subdivision (ULS)
10/14/2025,005473-25PA,Building & Land Use Pre-Application,Completed,6839    16TH  AVE  NE  SEATTLE,Garage DADU,The project is proposing a 359sf DADU above the existing Garage,,,,,,DADU
10/13/2025,005451-25PA,Building & Land Use Pre-Application,Completed,1715    VICTORIA  AVE  SW  SEATTLE,Yipp Victoria,"Renovate and expand existing SFR. Convert existing detached garage to DADU, expand existing structure.",,,,,,DADU
10/13/2025,005447-25PA,Building & Land Use Pre-Application,Completed,2013   NW  64th  ST,BAL 2013 ULS,Obtain an LU number for the ULS application,,,,,,Unit Lot Subdivision (ULS)
10/13/2025,005455-25PA,Building & Land Use Pre-Application,Completed,323   W  DRAVUS  ST   SEATTLE,,5-Unit ULS,,,,,,Unit Lot Subdivision (ULS)
10/13/2025,005445-25PA,Building & Land Use Pre-Application,Completed,503   N  77TH  ST   SEATTLE,PR 504 ULS,Obtain an LU number to for the ULS application,,,,,,Unit Lot Subdivision (ULS)
10/13/2025,005456-25PA,Building & Land Use Pre-Application,Completed,319   W  DRAVUS  ST   SEATTLE,,5-Unit ULS,,,,,,Unit Lot Subdivision (ULS)
10/13/2025,005460-25PA,Building & Land Use Pre-Application,Completed,548   S  DONOVAN  ST   SEATTLE,548 Donovan DADU,Construct 2 DADU's that share a common wall like a duplex on a property with an existing single family residence. This will create 2 units but only add one structure.,,,,,,DADU
10/13/2025,005446-25PA,Building & Land Use Pre-Application,Completed,504   N  76TH  ST   SEATTLE,PH 504 ULS,Obtain an LU number for ULS submittal,,,,,,Unit Lot Subdivision (ULS)
10/13/2025,005466-25PA,Building & Land Use Pre-Application,Completed,412   W  MERCER  ST   SEATTLE,Unit rehab,"Renovating apartment unit. New flooring, paint, texture, new lighting, tile in the shower mirrors, doors, cabinets, counter tops, appliances. Door hardware.",,,,,,Multiplex/Multifamily
10/13/2025,005450-25PA,Building & Land Use Pre-Application,Completed,11552    3RD  AVE  NW,BV11552 ULS,Obtain an LU number for ULS application,,,,,,Unit Lot Subdivision (ULS)
10/11/2025,005435-25PA,Building & Land Use Pre-Application,Completed,6014    31ST  AVE  S  SEATTLE,,ADDING TWO SINGLE FAMILY REISIDENCES,,,,,,Single Family Residence
10/11/2025,005434-25PA,Building & Land Use Pre-Application,Completed,10404    CALIFORNIA  AVE  SW  SEATTLE,,ADDING TWO MORE RESIDENTIAL UNITS TO EXISTING LOT,,,,,,Multiplex/Cluster
10/10/2025,005427-25PA,Building & Land Use Pre-Application,Completed,36   W  DRAVUS  ST   SEATTLE,,6-unit ULS,,,,,,Unit Lot Subdivision (ULS)
10/10/2025,005432-25PA,Building & Land Use Pre-Application,Completed,2327   N  117TH  ST   SEATTLE,JS Homes NW - 117th,"Construction of four single family houses, and demolition of existing home.",,,,,,Multiplex/Cluster
10/10/2025,005413-25PA,Building & Land Use Pre-Application,Completed,4217    50TH  AVE  S  SEATTLE,,"Demo existing structure. Develop 4 units on a split zone lot (NC1-40 and NR3)			""",,,,,,Multiplex/Cluster
10/10/2025,005410-25PA,Building & Land Use Pre-Application,Completed,7756    21ST  AVE  NW,jwa764 - Lot 29 Townhomes,CONSTRUCT (2) NEW UNITS BEHIND SFR UNDER SEPARATE PERMIT WITH (2) PARKING STALLS,,,,,,Townhouse
10/10/2025,005426-25PA,Building & Land Use Pre-Application,Completed,34   W  DRAVUS  ST   SEATTLE,,4-unit ULS,,,,,,Unit Lot Subdivision (ULS)
10/10/2025,005411-25PA,Building & Land Use Pre-Application,Completed,7750    21ST  AVE  NW,jwa764 - Lot 28 Townhomes,CONSTRUCT (2) NEW UNITS BEHIND SFR UNDER SEPARATE PERMIT WITH (2) PARKING STALLS,,,,,,Townhouse
10/10/2025,005428-25PA,Building & Land Use Pre-Application,Completed,42   W  DRAVUS  ST   SEATTLE,,7-unit ULS,,,,,,Unit Lot Subdivision (ULS)
10/10/2025,005418-25PA,Building & Land Use Pre-Application,Completed,1820   N  45TH  ST   SEATTLE,Master Use Permit,Proposed project is a 7-story mixed-use apartment building.,,,,,,Multiplex/Multifamily
10/10/2025,005412-25PA,Building & Land Use Pre-Application,Completed,1309   N  80TH  ST   SEATTLE,,Construct four dwelling units with parking. Demolish existing structure.,,,,,,Multiplex/Cluster
10/10/2025,005422-25PA,Building & Land Use Pre-Application,Completed,9601    12TH  AVE  NW  SEATTLE,12th Ave ADUs,"Removal of detached garage, construction of (2) new detached accessory dwelling units and associated gravel drive.",,,,,,ADU
10/09/2025,005387-25PA,Building & Land Use Pre-Application,Completed,5402    20TH  AVE  S  SEATTLE,2530,"Existing SFR to remain, no work. Construct pre-approved DADU per plans.  New plus replaced hard surface less than 750sf.",,,,,,DADU
10/09/2025,005405-25PA,Building & Land Use Pre-Application,Completed,2153   N  63rd  ST,Jourdain-Song Demolition,"Demolish existing single family home and detached garage to be replaced with new single family home, garage, and detached accessory dwelling unit.",,,,,,ADU
10/09/2025,005404-25PA,Building & Land Use Pre-Application,Reviews Completed,1516   N  100TH  ST   SEATTLE,,Construct 4 new Single Family Residences. Existing SFR to be demolished. Future Unit Lot Subdivision,,,,,,Unit Lot Subdivision (ULS)
10/09/2025,005400-25PA,Building & Land Use Pre-Application,Completed,756   N  91ST  ST   SEATTLE,756 2 SFR,Constructin two new SFRs on the East portion of lot with existing SFR.,,,,,,Multiplex/Cluster
10/09/2025,005403-25PA,Building & Land Use Pre-Application,In Process,13321    3RD  AVE  NE  SEATTLE,,"Build (4) New SFRs w/ attached garages per plan, Existing SFR to be demolished",,,,,,Multiplex/Cluster
10/09/2025,005396-25PA,Building & Land Use Pre-Application,Completed,1107    39TH  AVE  E  SEATTLE,,Demolition of an existing single-family residence and construction of a new single-family residence and related site work,,,,,,Single Family Residence
10/08/2025,005386-25PA,Building & Land Use Pre-Application,Completed,9216    36TH  AVE  SW  SEATTLE,,New construction of two 919 SF DADUs at rear of existing residence,,,,,,DADU
10/08/2025,005375-25PA,Building & Land Use Pre-Application,Completed,5603    45TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEXS, WITH PARKING PER PLAN.",,,,,,Multiplex/Cluster
10/08/2025,005364-25PA,Building & Land Use Pre-Application,Completed,13511    30TH  AVE  NE  SEATTLE,13511 30th 2 DADU,25-0271 Derek MillerConstruct two new DADUs on the center and west portion of lot. Shed to be removed.,,,,,,DADU
10/08/2025,005363-25PA,Building & Land Use Pre-Application,Completed,800    M L KING JR  WAY   SEATTLE,800 MLK Wy 2 DADU,24-0331 Vu ChuConstruct two attached DADUs in the west portion of lot.,,,,,,DADU
10/08/2025,005376-25PA,Building & Land Use Pre-Application,Completed,1515    M L KING JR  WAY   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT THREE SFR'S, WITH PARKING PER PLAN.",,,,,,Single Family Residence
10/08/2025,005373-25PA,Building & Land Use Pre-Application,Completed,3904    42ND  AVE  S  SEATTLE,,We are submitting a PASV in order to get a new CN number to create a new SFR under the interim code. A PAR has already been issued for this site under 003404-24PA.,,,,,,Single Family Residence
10/08/2025,005374-25PA,Building & Land Use Pre-Application,Completed,4903    ERSKINE  WAY  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN.",,,,,,Multiplex/Multifamily
10/08/2025,005382-25PA,Building & Land Use Pre-Application,Completed,100   NW  81ST  ST   SEATTLE,FLETCHER DADU,CONVERT EXISTING GARAGE TO NEW DADU AND OCCUPY PER PLAN.,,,,,,DADU
10/08/2025,005366-25PA,Building & Land Use Pre-Application,Completed,8231    WALLINGFORD  AVE  N  SEATTLE,,4-UNIT ULS,,,,,,Unit Lot Subdivision (ULS)
10/07/2025,005347-25PA,Building & Land Use Pre-Application,Completed,11056    15TH  AVE  NE  SEATTLE,11056 Zhang DADU,Propose to construct a new DADU with a separate driveway.,,,,,,DADU
10/07/2025,005331-25PA,Building & Land Use Pre-Application,Completed,4322    5TH  AVE  NW  SEATTLE,,Demolish existing 4-plex and construct 4 new single family structures.,,,,,,Multiplex/Cluster
10/07/2025,005335-25PA,Building & Land Use Pre-Application,Completed,5143    48TH  AVE  NE,Laurelhurst 48th House,Construction of a new single family house with an ADU and Demo of an existing house.,,,,,,ADU
10/07/2025,005342-25PA,Building & Land Use Pre-Application,Completed,8420    46TH  AVE  S  SEATTLE,Yang 8420 DADU's,Propose to construct 2 new DADU's. Existing SFR to remain. 1 open air parking pad for SFR and 1 parking garage for each DADU.,,,,,,DADU
10/06/2025,005327-25PA,Building & Land Use Pre-Application,Completed,3944   S  SULLIVAN  ST   SEATTLE,New construction,new construction 1 SFR2 detached DADU,,,,,,DADU
10/06/2025,005305-25PA,Building & Land Use Pre-Application,Additional Info Requested,7920    17TH  AVE  SW  SEATTLE,LE KHOA RESIDENCE,PROPOSED NEW MAIN RESIDENCE AND ADU CONVERTING EXISTING RESIDENCE TO THE DADU,,,,,,DADU
10/06/2025,005307-25PA,Building & Land Use Pre-Application,Completed,2818   W  EATON  ST   SEATTLE,GREEN RESIDENCE DADU,NEW DADU TO REAR OF RESIDENCE,,,,,,DADU
10/06/2025,005308-25PA,Building & Land Use Pre-Application,Completed,112   NW  83RD  ST   SEATTLE,NW 83rd Residence,Construction of a new Single-Family residence in front of the existing house,,,,,,Single Family Residence
10/06/2025,005328-25PA,Building & Land Use Pre-Application,Completed,651   W  BERTONA  ST   SEATTLE,,Converting the attached garage into a bedroom and converting the finished area of the basement into an ADU.,,,,,,ADU
10/06/2025,005310-25PA,Building & Land Use Pre-Application,Completed,8312    28TH  AVE  NE  SEATTLE,,2-UNIT ULS,,,,,,Unit Lot Subdivision (ULS)
10/06/2025,005325-25PA,Building & Land Use Pre-Application,In Process,4582    22ND  AVE  SW  SEATTLE,Vo 22nd ULS,Applying for a unit lot subdivision,,,,,,Unit Lot Subdivision (ULS)
10/03/2025,005291-25PA,Building & Land Use Pre-Application,Completed,1008   S  SULLIVAN  ST   SEATTLE,DADU BUILD,"I would like to request a permit to build two Detached Accessory Dwelling Units (DADUs) on the back portion of my property. Based on my understanding of the zoning requirements, it appears that my property may allow for either two DADUs, or one DADU and one ADU, depending on the applicable land use regulations.",,,,,,DADU
10/03/2025,005292-25PA,Building & Land Use Pre-Application,Completed,4426    BAKER  AVE  NW  SEATTLE,,"Demolish Existing Structure.  Propose construction of 2 principle dwelling units and 2 detached accessory dwelling units. Less than 5,000sf new plus replaced hardscape proposed to curb weep.  Parking proposed per plan.",,,,,,ADU
10/03/2025,005301-25PA,Building & Land Use Pre-Application,Completed,6232    45TH  AVE  NE  SEATTLE,6232 Residence,Demo the existing single-family residence. Construct a new 2-story single-family residence with a basement and attached two-car garage.,,,,,,Multiplex/Cluster
10/03/2025,005295-25PA,Building & Land Use Pre-Application,Completed,1220   NW  121ST  ST   SEATTLE,,We are submitting a PASV in order to get a new CN number to create a new SFR under the interim code. A PAR has already been issued for this site under 004362-24PA.,,,,,,Single Family Residence
10/03/2025,005294-25PA,Building & Land Use Pre-Application,Completed,1220   NW  121ST  ST   SEATTLE,,We are submitting a PASV in order to get a new CN number to create a new SFR under the interim code. A PAR has already been issued for this site under 004362-24PA.,,,,,,Single Family Residence
10/03/2025,005300-25PA,Building & Land Use Pre-Application,Completed,2117   NE  82ND  ST   SEATTLE,2117 Residence,Demo the existing single-family residence. Construct a new 2-story single-family residence with an attached ADU and an attached garage.,,,,,,AADU
10/03/2025,005290-25PA,Building & Land Use Pre-Application,Completed,3807    DENSMORE  AVE  N  SEATTLE,3807 DENSMORE AVE N,3807 DENSMORE AVE NPARCEL NUMBER 408330-3870Remove existing structure and replace with 1 SFR with ADU,,,,,,ADU
10/03/2025,005277-25PA,Building & Land Use Pre-Application,Completed,7043    BEACH  DR  SW  SEATTLE,Haugen Garage,"Replacing four existing Garage Doors with two new larger garage doors, and adding an entrance to the garage from the west side of the structure.",,,,,,Multiplex/Cluster
10/02/2025,005269-25PA,Building & Land Use Pre-Application,Completed,1029   NE  100TH  ST   SEATTLE,Dolan Project-Second DADU,Add second DADU to Existing Single Family,,,,,,DADU
10/02/2025,005264-25PA,Building & Land Use Pre-Application,Reviews Completed,3854    36TH  AVE  W  SEATTLE,JS Homes 36th,Demolition of one existing single-family residence and the construction of four new single-family residences with attached garages.,,,,,,Multiplex/Cluster
10/02/2025,005259-25PA,Building & Land Use Pre-Application,Completed,6230    7TH  AVE  NW  SEATTLE,6230 7TH AVE NW - ULS 3 UNITS,Unit Lot Subdivision for a 3 Unit Lot project. Construction of backyard Duplex being permitted under 7092881-CN.,,,,,,Unit Lot Subdivision (ULS)
10/02/2025,005272-25PA,Building & Land Use Pre-Application,Completed,653   NW  86TH  ST   SEATTLE,,"DEMOLISH EXISTING HOUSE AND CONSTRUCT 4 SINGLE-FAMILY HOMES WITH 4 SURFACE PARKING SPACES.HARD SURFACE < 5,000SF",,,,,,Multiplex/Cluster
10/02/2025,005270-25PA,Building & Land Use Pre-Application,Completed,8609    13TH  AVE  SW  SEATTLE,DADU,Garage with DADU above. ***PLAN REVIEW REQUIRED***,,,,,,DADU
10/01/2025,005226-25PA,Building & Land Use Pre-Application,Completed,7236    33RD  AVE  S  SEATTLE,Liu - 2 New DADU,Construct 2 new DADU's on the eastern half of the lot. Propose 2 new driveways for access to DADU's. Remove 1 of 2 existing SFR's.,,,,,,DADU
10/01/2025,005233-25PA,Building & Land Use Pre-Application,Completed,10405    60TH  AVE  S  SEATTLE,10405 DADU,Demo the existing attached garage at the primary residence. Construct a new 2-story DADU with two DADU units stacked and a 1-car garage for the primary residence.,,,,,,DADU
10/01/2025,005225-25PA,Building & Land Use Pre-Application,Completed,6902    27TH  AVE  S  SEATTLE,Li - New DADU,Construct new DADU on east half of lot.,,,,,,DADU
10/01/2025,005230-25PA,Building & Land Use Pre-Application,Completed,9227    MARY  AVE  NW,,4-Unit ULS,,,,,,Unit Lot Subdivision (ULS)
10/01/2025,005234-25PA,Building & Land Use Pre-Application,Completed,11317    CORLISS  AVE  N  SEATTLE,,5-UNIT ULS,,,,,,Unit Lot Subdivision (ULS)
10/01/2025,005241-25PA,Building & Land Use Pre-Application,Completed,1321   N  82ND  ST,,"DEMOLISH EXISTING HOUSE AND CONSTRUCT 6 SINGLE-FAMILY HOMES WITH 5 SURFACE PARKING SPACES.HARD SURFACE < 5,000SF",,,,,,Multiplex/Cluster
10/01/2025,005227-25PA,Building & Land Use Pre-Application,Completed,408   S  HENDERSON  ST   SEATTLE,,2-LOT ULS,,,,,,Unit Lot Subdivision (ULS)
10/01/2025,005240-25PA,Building & Land Use Pre-Application,Completed,4136    EASTERN  AVE  N  SEATTLE,,2-UNIT ULS,,,,,,Unit Lot Subdivision (ULS)
10/01/2025,005237-25PA,Building & Land Use Pre-Application,Completed,12515    3RD  AVE  NE  SEATTLE,,DEMOLISH EXISTING BUILDING.  CONSTRUCT FOUR DETACHED SINGLE-FAMILY RESIDENCES WITH SURFACE PARKING.,,,,,,Multiplex/Cluster
10/01/2025,005246-25PA,Building & Land Use Pre-Application,Withdrawn,728   S  DIRECTOR  ST   SEATTLE,LOTS 34-37,DEMO SFR; CONSTRUCT (8) SFR,,,,,,Multiplex/Cluster
09/30/2025,005211-25PA,Building & Land Use Pre-Application,Completed,715   W  HOWE  ST   SEATTLE,,Construct new DADU. Existing SFR to remain.,,,,,,DADU
09/30/2025,005192-25PA,Building & Land Use Pre-Application,Completed,10704    RIVIERA  PL  NE  SEATTLE,Richard Spuls,Repairs single family dwelling due to water line rupture. Installing new sump and pump hooking it to existing relay pump.,,,,,,Single Family Residence
09/30/2025,005196-25PA,Building & Land Use Pre-Application,Completed,1600    19TH  AVE   SEATTLE,,Remove existing structures.  Construct two (2) SFRs with vehicular access via new curb cut,,,,,,Multiplex/Cluster
09/30/2025,005200-25PA,Building & Land Use Pre-Application,Completed,14310    20TH  AVE  NE  SEATTLE,14310 20th Ave,Construct 2 new SFR's behind existing SFR,,,,,,Multiplex/Cluster
09/30/2025,005219-25PA,Building & Land Use Pre-Application,Completed,4823   S  AUSTIN  ST   SEATTLE,Kevin Nguyen,Proposing to build a residential home on subdivided lot.,,,,,,Single Family Residence
09/30/2025,005194-25PA,Building & Land Use Pre-Application,Completed,5150   S  CRESTON  ST   SEATTLE,Creston Town Homes,Construct three new townhouses with 3 BR and 1 car garages on site of existing single family home,,,,,,Multiplex/Cluster
09/30/2025,005191-25PA,Building & Land Use Pre-Application,Completed,4922    50TH  AVE  S  SEATTLE,Tran New 4 SFR,"Demo existing house and build 4 new SFR around 1,600 sf",,,,,,Multiplex/Cluster
09/30/2025,005195-25PA,Building & Land Use Pre-Application,Completed,725   NW  43RD  ST   SEATTLE,856393_708634 - Verizon All Access Home,"Eligible Facilities Request (EFR) - Tower Scope of Work, Install Mount Modifications, Install (4) AntennasNo ground work.",,,,,,Multiplex/Cluster
09/29/2025,005183-25PA,Building & Land Use Pre-Application,Completed,4302    MERIDIAN  AVE  N  SEATTLE,,Demolish existing structure. Construct two new single family detached dwelling units with one accessory dwelling unit.  Future unit lot subdivision.,,,,,,Unit Lot Subdivision (ULS)
09/29/2025,005172-25PA,Building & Land Use Pre-Application,Completed,10733    17TH  AVE  NE  SEATTLE,Dwelling #3,"Construct a new dwelling at the site known as 10733 17th Ave NE, 98125",,,,,,Multiplex/Cluster
09/29/2025,005177-25PA,Building & Land Use Pre-Application,In Process,4816   SW  ALASKA  ST   SEATTLE,RETAIN EXISITING SFR AND BUILD TWO ADDITIONAL DWELLING UNITS,"build two ADUs in backyard, existing house to be retained, carport and storage shed to be demolished",,,,,,Multiplex/Cluster
09/26/2025,005150-25PA,Building & Land Use Pre-Application,Completed,6749    10TH  AVE  NW  SEATTLE,2 Duplexes 6749 10th Ave NW,DEMOLISH EXISTING SINGLE-FAMILY RESIDENCE AND CONSTRUCT TWO (2) 3-STORY DUPLEXES WITH A TOTAL OF FOUR (4) SURFACE PARKING SPACES.,,,,,,Single Family Residence
09/26/2025,005157-25PA,Building & Land Use Pre-Application,Completed,6525    32ND  AVE  NW  SEATTLE,,"New Construction of (1) Single Family Residence, (1) Attached Accessory Dwelling Unit, and (1) Detached Accessory Dwelling Unit.",,,,,,ADU
09/26/2025,005152-25PA,Building & Land Use Pre-Application,Completed,8538    LATONA  AVE  NE  SEATTLE,Petersen Maple Leaf Cabin,Construct a new Detached ADU,,,,,,DADU
09/26/2025,005158-25PA,Building & Land Use Pre-Application,Completed,7510    26TH  AVE  NE  SEATTLE,,Demolish Existing and build 4 townhomes per plan,,,,,,Townhouse
09/25/2025,005124-25PA,Building & Land Use Pre-Application,Completed,4113   SW  IDA  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT ONE NEW SFR, AND ONE NEW DUPLEX, WITHPARKING PER PLAN.",,,,,,Duplex + SFR
09/25/2025,005135-25PA,Building & Land Use Pre-Application,Completed,12522    6TH  AVE  NW  SEATTLE,Johanson DADU,Demo shed & construct new DADU behind existing residence,,,,,,DADU
09/25/2025,005128-25PA,Building & Land Use Pre-Application,Completed,7029    26TH  AVE  NW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEXS, WITH PARKING PER PLAN.",,,,,,Multiplex/Cluster
09/25/2025,005116-25PA,Building & Land Use Pre-Application,Completed,11030    14TH  AVE  NE  SEATTLE,two new DADUs 25-0241,Two new detached accessory dwelling units. removing exising shed.,,,,,,DADU
