Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2,Latitude,Longitude,Processed_Category
10/30/2025,005763-25PA,Building & Land Use Pre-Application,Completed,11027    35TH  AVE  NE  SEATTLE,,Retain existing house.  Demo outbuilding(s).  Construct three new dwellings with parking provided for all dwellings.,,,,47.50380775,-122.3763667492615,Multiplex/Cluster
10/30/2025,005764-25PA,Building & Land Use Pre-Application,Completed,2545    36TH  AVE  W  SEATTLE,The Morina Homes Residence,"A new 6 BR, 7 1/2 Ba home with attached 2 car garage",,,,47.64294055,-122.40396525370382,Multiplex/Cluster
10/30/2025,005757-25PA,Building & Land Use Pre-Application,Completed,213    11TH  AVE  E  SEATTLE,,2-LOT ULS,,,,47.6203769,-122.31846586295973,Unit Lot Subdivision (ULS)
10/30/2025,005778-25PA,Building & Land Use Pre-Application,Completed,200    25TH  AVE  S  SEATTLE,New duplex,Construct new duplex. No change to existing duplex,,,,47.6007351,-122.2997462,Multiplex/Multifamily
10/30/2025,005785-25PA,Building & Land Use Pre-Application,Completed,1536   NE  130th  PL,CHELSEA DADU,CONVERT AND EXISTING DETACHED GARAGE INTO A DADU,,,,47.62129962378271,-122.34902842403872,DADU
10/30/2025,005762-25PA,Building & Land Use Pre-Application,Completed,6727    RAINIER  AVE  S  SEATTLE,,"This Lot Boundary Adjustment application is being submitted to facilitate the sale of a portion of property owned by Brighton Properties, a nonprofit affordable housing provider, to Urban Family, a nonprofit organization that offers family support and youth development programs. Urban Family plans to develop a new community service center with affordable housing above on the subject parcel. The transaction is being supported by a grant from the Equitable Development Initiative (EDI), and there is a general urgency to complete the transfer within the next few months, contingent upon LBA approval. We respectfully request any assistance the City can provide in conducting an expedited review to support timely completion of this important community-serving project.",,,,47.54163565,-122.2734312520909,Unit Lot Subdivision (ULS)
10/30/2025,005772-25PA,Building & Land Use Pre-Application,Completed,10217    12TH  AVE  NE  SEATTLE,,CONSTUCT (4) NEW MIDDLE HOUSING UNIT PER PLAN W/ ATTCHEDGARAGE AND SURFACE PARKINGS. EXISTING SFR TO BE DEMOLISHED,,,,47.7026764,-122.3154560250047,Middle Housing
10/30/2025,005773-25PA,Building & Land Use Pre-Application,Completed,10713    15TH  AVE  NE  SEATTLE,,CONSTUCT (2) NEW DADU PER PLAN W/ ATTCHED GARAGE. EXISTINGSFR TO REMAIN.,,,,47.707226399999996,-122.31274790608974,DADU
10/30/2025,005765-25PA,Building & Land Use Pre-Application,Completed,6804    47th  AVE  NE,6804 47th Ave NE,Remove existing structure and replace with 1 SFR with ADU,,,,47.677776050000006,-122.27766006881023,ADU
10/30/2025,005750-25PA,Building & Land Use Pre-Application,Completed,4210    4TH  AVE  NW  SEATTLE,,"Construct Detached Accessory Dwelling Unit (DADU) accessory to Single Family Residence, per Standard Plan 6794017-SP.",,,,47.6582239,-122.3615273,DADU
10/29/2025,005742-25PA,Building & Land Use Pre-Application,Completed,901   NW  63RD  ST   SEATTLE,Sandstrom DADU,New single story DADU,,,,47.6743547,-122.36891909967534,DADU
10/29/2025,005721-25PA,Building & Land Use Pre-Application,Completed,800    5TH  AVE   SEATTLE,Morgan Stanley,Adding 2 new ADA gender-neutral single use restrooms to the Morgan Stanley suite,,,,47.6056962,-122.33020502615736,Multiplex/Cluster
10/29/2025,005745-25PA,Building & Land Use Pre-Application,Completed,2146   NW  95TH  ST   SEATTLE,,"COMBINE BOTH PARCELS TO ONE PARCEL. DEMO BOTH EX. SFR: 2146 & 2142 NW 95TH ST. CONSTRUCT 4 NEW SFR, PARKING PER PLAN. HARD SURFACE AREA LESS THAN 5000 SF.",,,,47.698384149999995,-122.38495045021156,Multiplex/Cluster
10/28/2025,005710-25PA,Building & Land Use Pre-Application,Completed,860   NW  ELFORD  DR   SEATTLE,Broadview,Development of a single-family home and a detached 3-car garage + ADU.ZD #469844 - per applicant (James Efstathiou) I also want to make clear that this project involves re-combining two lots. I was not able to add the second lot via the portal.,,,,,,ADU
10/27/2025,005689-25PA,Building & Land Use Pre-Application,Completed,5242    40TH  AVE  SW  SEATTLE,SEAVIEW,DEMO EXISTING SFR AND CONSTRUCT FOUR NEW SINGLE FAMILY UNITS.,,,,47.554395549999995,-122.3826048587917,Multiplex/Cluster
10/27/2025,005691-25PA,Building & Land Use Pre-Application,Completed,9737    12TH  AVE  NW  SEATTLE,,4-LOT ULS,,,,47.70128975,-122.37164395424313,Unit Lot Subdivision (ULS)
10/26/2025,005685-25PA,Building & Land Use Pre-Application,Completed,5626    BROOKLYN  AVE  NE  SEATTLE,,Construct 4 new single family residences with 5 surface parking. Demo existing duplex. New/replaced impervious area is 4072 sf.,,,,47.6703062,-122.313894,Duplex + SFR
10/24/2025,005667-25PA,Building & Land Use Pre-Application,Completed,1519    32ND  AVE   SEATTLE,Jocelyn. Dadu,"Adding a 2-story, 1,000 square foot DADU on the east portion of the property",,,,47.61469675,-122.29161193589098,DADU
10/24/2025,005666-25PA,Building & Land Use Pre-Application,Completed,4115    50TH  AVE  S  SEATTLE,,"Demolish existing residence.  Construct 3 new single family residences, parking per plan.  NPRHS to remain less than 5,000sf to allow weep to curb.  Future unit lot subdivision, provide -LU number.",,,,47.658870199999996,-122.27426797077035,Unit Lot Subdivision (ULS)
10/23/2025,005661-25PA,Building & Land Use Pre-Application,Completed,813   NE  92ND  ST   SEATTLE,,"Construct 3 single family residences, 2 attached garages and 3 surface parking. Demo existing SFR. New, replaced hard surface area is 3760 sf.",,,,47.69562605,-122.31966413453674,Multiplex/Cluster
10/23/2025,005658-25PA,Building & Land Use Pre-Application,Completed,5452    25TH  AVE  SW  SEATTLE,,Construct 2 duplexes (4 units) with 4 surface parking. Demo existing SFR.,,,,47.552175500000004,-122.36397390530415,Multiplex/Cluster
10/23/2025,005653-25PA,Building & Land Use Pre-Application,Additional Info Requested,5220    40TH  AVE  W  SEATTLE,HVAC for House Addition - 5220 40th Ave,HVAC installations.,,,,47.55498235,-122.38259164520036,Single Family Residence
10/23/2025,005659-25PA,Building & Land Use Pre-Application,In Process,2529    YALE  AVE  E  SEATTLE,New consreuction,I new 2-story residence building wikk be constructed in the following year.,,,,47.642797,-122.32742313870321,Single Family Residence
10/23/2025,005646-25PA,Building & Land Use Pre-Application,Reviews Completed,10038    DIBBLE  AVE  NW  SEATTLE,,Remove existing structure. Construct 4 new SFRs,,,,47.7027073,-122.36707634878269,Multiplex/Cluster
10/22/2025,005615-25PA,Building & Land Use Pre-Application,Completed,1722    M L KING JR  WAY   SEATTLE,1722 M L KING JR WAY deck addition,Construct 2 new uncovered front porches on lot with existing duplex.,,,,38.886100049999996,-77.04434084918319,Multiplex/Multifamily
10/22/2025,005622-25PA,Building & Land Use Pre-Application,Completed,5537    35TH  AVE  NE  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT ONE NEW SFR, AND DUPLEX, WITH PARKING PERPLAN.",,,,47.66963595,-122.29050885000001,Duplex + SFR
10/22/2025,005633-25PA,Building & Land Use Pre-Application,Completed,5008    PUGET  BLVD  SW  SEATTLE,Driveway for 5010 Puget Blvd. Project,Proposal for Vacant/Driveway Parcel 3438500272. NO STRUCTURES PROPOSED. Extend existing driveway to achieve access for new SFR/DADU proposed at adjacent property 5010 Puget Blvd SW access (SFR/DADU under separate review 704105-CN). Construction of driveway allowed per King County Record 20160429001525. Removal of one tree required to achieve access width requirements per code. Replacement tree will be on adjacent 5010 Puget Blvd. project re: property access limitations for subject driveway lot.,,,,,,DADU
10/22/2025,005639-25PA,Building & Land Use Pre-Application,Completed,2637    38TH  AVE  W  SEATTLE,Welch Addition,Add new second story to existing SFR,,,,47.644162300000005,-122.4060778345289,Single Family Residence
10/22/2025,005621-25PA,Building & Land Use Pre-Application,Completed,3423    61ST  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN.",,,,47.573413200000005,-122.41110163597034,Multiplex/Multifamily
10/22/2025,005626-25PA,Building & Land Use Pre-Application,Completed,3603    34TH  AVE  W  SEATTLE,,2-UNIT ULS,,,,47.6524365,-122.40128609137292,Unit Lot Subdivision (ULS)
10/22/2025,005636-25PA,Building & Land Use Pre-Application,Completed,7755    15TH  AVE  NW  SEATTLE,,2 lot boundary line adjustment,,,,47.6725435,-122.37636,Unit Lot Subdivision (ULS)
10/22/2025,005641-25PA,Building & Land Use Pre-Application,Completed,5456    25TH  AVE  SW  SEATTLE,,Construct 2 duplexes (4 units) with 4 surface parking. Demo existing SFR.,,,,47.552054049999995,-122.36394324988196,Multiplex/Cluster
10/22/2025,005617-25PA,Building & Land Use Pre-Application,Completed,3535   NE  88TH  ST   SEATTLE,Duty 3535 88th,construct new SFR with ADU,,,,47.6921877,-122.2890074077502,ADU
10/22/2025,005619-25PA,Building & Land Use Pre-Application,Completed,1524    M L KING JR  WAY   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT THREE NEW SFR'S, WITH PARKING PER PLAN",,,,38.886100049999996,-77.04434084918319,Multiplex/Cluster
10/21/2025,005601-25PA,Building & Land Use Pre-Application,Completed,10400    EAST MARGINAL  WAY  S  SEATTLE,Prologis Em Gtwy LBA #3,Lot Boundary Adjustment of 4 existing tax parcels into 4 resultant lots,,,,47.6197166,-122.3233324,Unit Lot Subdivision (ULS)
10/21/2025,005599-25PA,Building & Land Use Pre-Application,Completed,5047    44TH  AVE  NE  SEATTLE,,3-Lot ULS,,,,47.6661913,-122.2802868,Unit Lot Subdivision (ULS)
10/21/2025,005605-25PA,Building & Land Use Pre-Application,Completed,8257    15TH  AVE  NE  SEATTLE,KRUGER DADU/GARAGE,REMOVE EXISTING GARAGE AND CONSTRUCT NEW DADU ABOVE NEW GARAGE,,,,47.690187949999995,-122.31254794370926,DADU
10/21/2025,005600-25PA,Building & Land Use Pre-Application,Completed,8619    17TH  AVE  NE  SEATTLE,Legacy 17th,"Construction of two single family residences, each with an attached accessory dwelling unit and private garage.",,,,47.6918744,-122.30974100413994,ADU
10/21/2025,005596-25PA,Building & Land Use Pre-Application,Completed,506    WARD  ST   SEATTLE,,6 lot unit lot subdivision,,,,47.6282219,-122.34716151560073,Unit Lot Subdivision (ULS)
10/20/2025,005591-25PA,Building & Land Use Pre-Application,Additional Info Requested,400    HIGHLAND  DR   SEATTLE,Reinforce Front rockeries retaining wall,We have a front retaining wall (by the street on 400 Highlanbd Drive) built out of rockeries.  It’s been there since we purchased the house many years ago.It’s roughly 22 ft wide with the low end at about 20 inches tall and the high end at about 58 inches tall (with most of it under 48 inches tall).We would like to reinforce it by adjusting the position of some of the rocks and at the same time add more rockeries to fill and even out some of the gaps.,,,,47.629996000000006,-122.34876784198218,Multiplex/Cluster
10/20/2025,005593-25PA,Building & Land Use Pre-Application,Completed,7039    24TH  AVE  NW  SEATTLE,,Lot Boundary Adjustment,,,,47.68062515,-122.3879063222915,Unit Lot Subdivision (ULS)
10/18/2025,005567-25PA,Building & Land Use Pre-Application,Completed,6302    37TH  AVE  SW  SEATTLE,,"Construct 2 primary residences and 2 detached accessory dwelling units, per plan.  Demolish existing owner occupied home",,,,47.5463641,-122.37873999861853,ADU
10/18/2025,005568-25PA,Building & Land Use Pre-Application,Completed,507  B  W  OLYMPIC  PL   SEATTLE,"507 B W OLYMPIC PL, Unit B - Construction - Delaney Condo Fenestration","****PLAN REVIEW REQUIRED**** Construct alterations at 2nd and 3rd levels of dwelling unit [UNIT B] in multi-family building, per plan.",,,,52.5145846,13.239814417756278,ADU/Duplex
10/17/2025,005551-25PA,Building & Land Use Pre-Application,Completed,736   N  96TH  ST   SEATTLE,Wang Residential Development,"Construct detached ADU, construct primary residence with attached ADU (3 new dwelling units).",,,,47.69891115,-122.34830484468895,DADU
10/17/2025,005562-25PA,Building & Land Use Pre-Application,Completed,9552    4th  AVE  NW,,DEMOLISH EXISTING STRUCTURES.  CONSTRUCT SINGLE FAMILY1 AND SINGLE FAMILY 2 WITH PARKING PER PLAN.,,,,47.6067142,-122.33269832546111,Single Family Residence
10/17/2025,005552-25PA,Building & Land Use Pre-Application,Completed,12027    22ND  AVE  NE  SEATTLE,Halit Demolition,Demo an existing residence in anticipation of a new residence in it's place.,,,,47.7165344,-122.3061342000585,Single Family Residence
10/17/2025,005544-25PA,Building & Land Use Pre-Application,Completed,3209   NE  94TH  ST   SEATTLE,3209 NE 94TH - 2 Lot ULS,"2 Unit Lot, Unit Lot Short Subdivision for 2 detached units (SFR & DADU) constructed under Permit No. 7023639-CN.",,,,47.6963696,-122.29284525067915,Unit Lot Subdivision (ULS)
10/17/2025,005545-25PA,Building & Land Use Pre-Application,Completed,715    29TH  AVE  E  SEATTLE,Khademi - 29th Ave Apt.,6 unit apartment building - 1 AADU and 5 principal units.  Demolish existing SFR and DADU.,,,,47.6256123,-122.2954046,DADU
10/17/2025,005556-25PA,Building & Land Use Pre-Application,Completed,10729    PALATINE  AVE  N  SEATTLE,,CONSTUCT (3) NEW UNIT PER PLAN W/ ATTCHED GARAGE. EXISTING SFR TO REMAIN,,,,47.707753249999996,-122.3570688603277,Multiplex/Cluster
10/17/2025,005547-25PA,Building & Land Use Pre-Application,Completed,6556    16TH  AVE  NE  SEATTLE,,"3-Unit ULS, existing SFR to remain",,,,47.677445500000005,-122.31046021281855,Unit Lot Subdivision (ULS)
10/17/2025,005553-25PA,Building & Land Use Pre-Application,Completed,4803   S  FINDLAY  ST   SEATTLE,4803 S Findlay Dev,Construct (2) DADU's in the rear of an existing SFR. Attached w/ single garages per plan.,,,,47.55171765,-122.27239834860178,DADU
10/17/2025,005563-25PA,Building & Land Use Pre-Application,Completed,3408   W  BERTONA  ST   SEATTLE,"NEW SFR, & 2 AADUs","Demo existing SFR, and construct (1) new SFR with 2-car garage, AADU in basement and AADU above garage",,,,47.650639600000005,-122.40146558290593,AADU
10/17/2025,005561-25PA,Building & Land Use Pre-Application,Completed,4840    50TH  AVE  SW  SEATTLE,#298 KIM JAMES TOWNHOUSE CONSTRUCTION,***TOWNHOUSE CONSTRUCTION,,,,,,Townhouse
10/16/2025,005537-25PA,Building & Land Use Pre-Application,Completed,2043   N  78TH  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING ANDCONSTRUCT TWO NEW DUPLEXS, WITH PARKING PER PLAN.",,,,47.68567135,-122.33400454956043,Multiplex/Cluster
10/15/2025,005495-25PA,Building & Land Use Pre-Application,Completed,4316   S  GENESEE  ST   SEATTLE,Genesee Maintenance Crew Headquarters Decarbonization and Electrification,"Decarbonization of the building HVAC systems including the following:1. Demolish and remove existing gas furnace and associated appurtenances, unit heaters, exhaust fans, and controls.2. Provide a DOAS unit with energy recovery ventilation in Building A. Provide split system heat pumps for building conditioning for both Buildings A and B. Provide two split system heat pumps in Building A. Provide two split system heat pumps in Building B.3. Provide plumbing scope including the following:4. Demolish existing gas water heater, gas piping, flue, and associated appurtenances. Provide two electric heat pump hot water heaters.5. Provide electrical engineering to support decarbonization of the HVAC systems.6. Provide architectural support for the HVAC and Electrical updates.",,,,47.56235875,-122.27863228185174,Multiplex/Cluster
10/15/2025,005490-25PA,Building & Land Use Pre-Application,In Process,9705    35TH  AVE  SW  SEATTLE,,Construction of 2 new 1000 SF DADU's at rear of existing residence using standard plan 6794017-SP,,,,47.51639455,-122.37703901745,DADU
10/15/2025,005504-25PA,Building & Land Use Pre-Application,Completed,8817    9TH  AVE  SW  SEATTLE,,6 lot uls,,,,47.52418675,-122.3471035933972,Unit Lot Subdivision (ULS)
10/15/2025,005500-25PA,Building & Land Use Pre-Application,Completed,531    FEDERAL  AVE  E  SEATTLE,,3 Lot ULS,,,,47.6240503,-122.3190875,Unit Lot Subdivision (ULS)
10/15/2025,005499-25PA,Building & Land Use Pre-Application,Completed,1023  A  NE  66TH  ST   SEATTLE,Roosevelt Station LBA,"Sound Transit is preparing to offer surplus property adjacent to Roosevelt Station for transit-oriented development. As part of this effort, Sound Transit will adjust lot lines of the parcel and record easements to protect its interests as well as to delineate the areas for utilities and infrastructure.",,,,40.77626750309984,-73.98781647145475,Unit Lot Subdivision (ULS)
10/15/2025,005516-25PA,Building & Land Use Pre-Application,Completed,6333    38TH  AVE  SW  SEATTLE,,Construct 3 single-family units all with attached garages.,,,,47.54562505,-122.38100594265316,Multiplex/Cluster
10/14/2025,005480-25PA,Building & Land Use Pre-Application,Completed,4155    37TH  AVE  SW  SEATTLE,Anshu Sharma. 2x Schooner,"Adding two 2-story, 1,000 sq ft pre-approved Schooner DADUs on the west portion of the property",,,,47.56483945,-122.37911671256236,DADU
10/14/2025,005471-25PA,Building & Land Use Pre-Application,In Process,8536    INTERLAKE  AVE  N  SEATTLE,Le Interlake Units,Create a new 3 story duplex behind the existing single family home at 8536 Interlake Avenue North.,,,,47.691626,-122.339989,Multiplex/Multifamily
10/14/2025,005485-25PA,Building & Land Use Pre-Application,Completed,4935    30TH  AVE  S  SEATTLE,jwa798,CONSTRUCT (1) DADU WITH ATTACHED GARAGE AND ONE OPEN PARKING STALL. EXISTING SFR TO REMAIN.,,,,47.5572622,-122.2944498493927,DADU
10/14/2025,005478-25PA,Building & Land Use Pre-Application,Completed,1020    BELLEVUE  CT  E  SEATTLE,LBA,We are proposing a Lot Boundary Adjustment,,,,47.6275886,-122.32690811282875,Unit Lot Subdivision (ULS)
10/14/2025,005473-25PA,Building & Land Use Pre-Application,Completed,6839    16TH  AVE  NE  SEATTLE,Garage DADU,The project is proposing a 359sf DADU above the existing Garage,,,,47.67872975,-122.31121399952056,DADU
10/13/2025,005451-25PA,Building & Land Use Pre-Application,Completed,1715    VICTORIA  AVE  SW  SEATTLE,Yipp Victoria,"Renovate and expand existing SFR. Convert existing detached garage to DADU, expand existing structure.",,,,47.58751925,-122.38115667643271,DADU
10/13/2025,005447-25PA,Building & Land Use Pre-Application,Completed,2013   NW  64th  ST,BAL 2013 ULS,Obtain an LU number for the ULS application,,,,47.675104,-122.38292150000001,Unit Lot Subdivision (ULS)
10/13/2025,005455-25PA,Building & Land Use Pre-Application,Completed,323   W  DRAVUS  ST   SEATTLE,,5-Unit ULS,,,,47.64801265,-122.36195574521307,Unit Lot Subdivision (ULS)
10/13/2025,005445-25PA,Building & Land Use Pre-Application,Completed,503   N  77TH  ST   SEATTLE,PR 504 ULS,Obtain an LU number to for the ULS application,,,,47.68457600000001,-122.35218089944631,Unit Lot Subdivision (ULS)
10/13/2025,005456-25PA,Building & Land Use Pre-Application,Completed,319   W  DRAVUS  ST   SEATTLE,,5-Unit ULS,,,,47.648002500000004,-122.36179139960197,Unit Lot Subdivision (ULS)
10/13/2025,005460-25PA,Building & Land Use Pre-Application,Completed,548   S  DONOVAN  ST   SEATTLE,548 Donovan DADU,Construct 2 DADU's that share a common wall like a duplex on a property with an existing single family residence. This will create 2 units but only add one structure.,,,,47.525784099999996,-122.32614662455357,DADU
10/13/2025,005446-25PA,Building & Land Use Pre-Application,Completed,504   N  76TH  ST   SEATTLE,PH 504 ULS,Obtain an LU number for ULS submittal,,,,47.68423985,-122.35217156429329,Unit Lot Subdivision (ULS)
10/13/2025,005466-25PA,Building & Land Use Pre-Application,Completed,412   W  MERCER  ST   SEATTLE,Unit rehab,"Renovating apartment unit. New flooring, paint, texture, new lighting, tile in the shower mirrors, doors, cabinets, counter tops, appliances. Door hardware.",,,,47.6248429,-122.36257834010385,Multiplex/Multifamily
10/13/2025,005450-25PA,Building & Land Use Pre-Application,Completed,11552    3RD  AVE  NW,BV11552 ULS,Obtain an LU number for ULS application,,,,47.6076665,-122.33543778148014,Unit Lot Subdivision (ULS)
10/11/2025,005435-25PA,Building & Land Use Pre-Application,Completed,6014    31ST  AVE  S  SEATTLE,,ADDING TWO SINGLE FAMILY REISIDENCES,,,,47.5474992,-122.29233999896884,Single Family Residence
10/11/2025,005434-25PA,Building & Land Use Pre-Application,Completed,10404    CALIFORNIA  AVE  SW  SEATTLE,,ADDING TWO MORE RESIDENTIAL UNITS TO EXISTING LOT,,,,47.509886550000004,-122.38684533832232,Multiplex/Cluster
10/10/2025,005427-25PA,Building & Land Use Pre-Application,Completed,36   W  DRAVUS  ST   SEATTLE,,6-unit ULS,,,,47.64886965,-122.35926560706821,Unit Lot Subdivision (ULS)
10/10/2025,005432-25PA,Building & Land Use Pre-Application,Completed,2327   N  117TH  ST   SEATTLE,JS Homes NW - 117th,"Construction of four single family houses, and demolition of existing home.",,,,47.713879199999994,-122.33027279821357,Multiplex/Cluster
10/10/2025,005413-25PA,Building & Land Use Pre-Application,Completed,4217    50TH  AVE  S  SEATTLE,,"Demo existing structure. Develop 4 units on a split zone lot (NC1-40 and NR3)			""",,,,47.65965385,-122.27425690112929,Multiplex/Cluster
10/10/2025,005410-25PA,Building & Land Use Pre-Application,Completed,7756    21ST  AVE  NW,jwa764 - Lot 29 Townhomes,CONSTRUCT (2) NEW UNITS BEHIND SFR UNDER SEPARATE PERMIT WITH (2) PARKING STALLS,,,,47.686520650000006,-122.29644141017047,Townhouse
10/10/2025,005426-25PA,Building & Land Use Pre-Application,Completed,34   W  DRAVUS  ST   SEATTLE,,4-unit ULS,,,,47.64881015,-122.35908524999999,Unit Lot Subdivision (ULS)
10/10/2025,005411-25PA,Building & Land Use Pre-Application,Completed,7750    21ST  AVE  NW,jwa764 - Lot 28 Townhomes,CONSTRUCT (2) NEW UNITS BEHIND SFR UNDER SEPARATE PERMIT WITH (2) PARKING STALLS,,,,47.6865882,-122.38294399367305,Townhouse
10/10/2025,005428-25PA,Building & Land Use Pre-Application,Completed,42   W  DRAVUS  ST   SEATTLE,,7-unit ULS,,,,47.648894999999996,-122.35945184234676,Unit Lot Subdivision (ULS)
10/10/2025,005418-25PA,Building & Land Use Pre-Application,Completed,1820   N  45TH  ST   SEATTLE,Master Use Permit,Proposed project is a 7-story mixed-use apartment building.,,,,47.6615842,-122.33548463768294,Multiplex/Multifamily
10/10/2025,005412-25PA,Building & Land Use Pre-Application,Completed,1309   N  80TH  ST   SEATTLE,,Construct four dwelling units with parking. Demolish existing structure.,,,,47.68674765,-122.3413238523076,Multiplex/Cluster
10/10/2025,005422-25PA,Building & Land Use Pre-Application,Completed,9601    12TH  AVE  NW  SEATTLE,12th Ave ADUs,"Removal of detached garage, construction of (2) new detached accessory dwelling units and associated gravel drive.",,,,47.699451999999994,-122.37211289576271,ADU
10/09/2025,005387-25PA,Building & Land Use Pre-Application,Completed,5402    20TH  AVE  S  SEATTLE,2530,"Existing SFR to remain, no work. Construct pre-approved DADU per plans.  New plus replaced hard surface less than 750sf.",,,,47.5537863,-122.30707265,DADU
10/09/2025,005405-25PA,Building & Land Use Pre-Application,Completed,2153   N  63rd  ST,Jourdain-Song Demolition,"Demolish existing single family home and detached garage to be replaced with new single family home, garage, and detached accessory dwelling unit.",,,,47.6742555,-122.331327001,ADU
10/09/2025,005404-25PA,Building & Land Use Pre-Application,Reviews Completed,1516   N  100TH  ST   SEATTLE,,Construct 4 new Single Family Residences. Existing SFR to be demolished. Future Unit Lot Subdivision,,,,47.70183405,-122.3384893256709,Unit Lot Subdivision (ULS)
10/09/2025,005400-25PA,Building & Land Use Pre-Application,Completed,756   N  91ST  ST   SEATTLE,756 2 SFR,Constructin two new SFRs on the East portion of lot with existing SFR.,,,,47.6951118,-122.34751409245604,Multiplex/Cluster
10/09/2025,005403-25PA,Building & Land Use Pre-Application,In Process,13321    3RD  AVE  NE  SEATTLE,,"Build (4) New SFRs w/ attached garages per plan, Existing SFR to be demolished",,,,47.7256354,-122.32669371197068,Multiplex/Cluster
10/09/2025,005396-25PA,Building & Land Use Pre-Application,Completed,1107    39TH  AVE  E  SEATTLE,,Demolition of an existing single-family residence and construction of a new single-family residence and related site work,,,,47.62883575,-122.28317945946935,Single Family Residence
10/08/2025,005386-25PA,Building & Land Use Pre-Application,Completed,9216    36TH  AVE  SW  SEATTLE,,New construction of two 919 SF DADUs at rear of existing residence,,,,47.520913199999995,-122.286925,DADU
10/08/2025,005375-25PA,Building & Land Use Pre-Application,Completed,5603    45TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEXS, WITH PARKING PER PLAN.",,,,47.551977300000004,-122.39013018260746,Multiplex/Cluster
10/08/2025,005364-25PA,Building & Land Use Pre-Application,Completed,13511    30TH  AVE  NE  SEATTLE,13511 30th 2 DADU,25-0271 Derek MillerConstruct two new DADUs on the center and west portion of lot. Shed to be removed.,,,,47.726855650000005,-122.29667067088698,DADU
10/08/2025,005363-25PA,Building & Land Use Pre-Application,Completed,800    M L KING JR  WAY   SEATTLE,800 MLK Wy 2 DADU,24-0331 Vu ChuConstruct two attached DADUs in the west portion of lot.,,,,47.5953459,-122.33164431196111,DADU
10/08/2025,005376-25PA,Building & Land Use Pre-Application,Completed,1515    M L KING JR  WAY   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT THREE SFR'S, WITH PARKING PER PLAN.",,,,38.886100049999996,-77.04434084918319,Single Family Residence
10/08/2025,005373-25PA,Building & Land Use Pre-Application,Completed,3904    42ND  AVE  S  SEATTLE,,We are submitting a PASV in order to get a new CN number to create a new SFR under the interim code. A PAR has already been issued for this site under 003404-24PA.,,,,47.5686245,-122.2804593231862,Single Family Residence
10/08/2025,005374-25PA,Building & Land Use Pre-Application,Completed,4903    ERSKINE  WAY  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN.",,,,47.55878495,-122.38808249628994,Multiplex/Multifamily
10/08/2025,005382-25PA,Building & Land Use Pre-Application,Completed,100   NW  81ST  ST   SEATTLE,FLETCHER DADU,CONVERT EXISTING GARAGE TO NEW DADU AND OCCUPY PER PLAN.,,,,47.68783035,-122.35818164503205,DADU
10/08/2025,005366-25PA,Building & Land Use Pre-Application,Completed,8231    WALLINGFORD  AVE  N  SEATTLE,,4-UNIT ULS,,,,47.689693,-122.3367350416614,Unit Lot Subdivision (ULS)
10/07/2025,005347-25PA,Building & Land Use Pre-Application,Completed,11056    15TH  AVE  NE  SEATTLE,11056 Zhang DADU,Propose to construct a new DADU with a separate driveway.,,,,47.7101596,-122.31212469296663,DADU
10/07/2025,005331-25PA,Building & Land Use Pre-Application,Completed,4322    5TH  AVE  NW  SEATTLE,,Demolish existing 4-plex and construct 4 new single family structures.,,,,47.65966215,-122.3626180714542,Multiplex/Cluster
10/07/2025,005335-25PA,Building & Land Use Pre-Application,Completed,5143    48TH  AVE  NE,Laurelhurst 48th House,Construction of a new single family house with an ADU and Demo of an existing house.,,,,47.667231900000004,-122.2762907518444,ADU
10/07/2025,005342-25PA,Building & Land Use Pre-Application,Completed,8420    46TH  AVE  S  SEATTLE,Yang 8420 DADU's,Propose to construct 2 new DADU's. Existing SFR to remain. 1 open air parking pad for SFR and 1 parking garage for each DADU.,,,,47.52728005,-122.27441487362044,DADU
10/06/2025,005327-25PA,Building & Land Use Pre-Application,Completed,3944   S  SULLIVAN  ST   SEATTLE,New construction,new construction 1 SFR2 detached DADU,,,,47.530054050000004,-122.28141349923324,DADU
10/06/2025,005305-25PA,Building & Land Use Pre-Application,Additional Info Requested,7920    17TH  AVE  SW  SEATTLE,LE KHOA RESIDENCE,PROPOSED NEW MAIN RESIDENCE AND ADU CONVERTING EXISTING RESIDENCE TO THE DADU,,,,47.5312031,-122.35613847956304,DADU
10/06/2025,005307-25PA,Building & Land Use Pre-Application,Completed,2818   W  EATON  ST   SEATTLE,GREEN RESIDENCE DADU,NEW DADU TO REAR OF RESIDENCE,,,,47.6332488,-122.39403070050963,DADU
